id,wine_id,eye,eye_score,nose,nose_score,mouth,mouth_score,finish,finish_score,opinion,opinion_score,total_score
267,535a62c37dd3dc020000744a,,0,,0,,0,,0,,0,0
268,554250eeeb91570300001f01,,0,,0,,0,,0,,0,0
269,535973ed682acc020000369c,,0,,0,,0,,0,,0,0
270,53597a81682acc020000b2bb,,0,,0,,0,,0,,0,0
271,535a5f837dd3dc02000010e0,,0,,0,,0,,0,,0,0
272,535973d0682acc02000001e5,,0,,0,,0,,0,,0,0
273,569eb7abe88cc9120a496d00,,0,,0,,0,,0,,0,0
274,569eb7a4e88cc9120a496a60,,0,,0,,0,,0,,0,0
275,569eb7a6e88cc9120a496b96,,0,,0,,0,,0,,0,0
276,569eb7a5e88cc9120a496aa4,,0,,0,,0,,0,,0,0
277,569eb7a6e88cc9120a496b3f,,0,,0,,0,,0,,0,0
278,535973d0682acc02000002c7,,0,,0,,0,,0,,0,0
279,569eb7a5e88cc9120a496aed,,0,,0,,0,,0,,0,0
280,569eb7a6e88cc9120a496b65,,0,,0,,0,,0,,0,0
281,569eb7a4e88cc9120a496a10,,0,,0,,0,,0,,0,0
282,569eb7a6e88cc9120a496b5e,,0,,0,,0,,0,,0,0
283,569eb7a6e88cc9120a496bc5,,0,,0,,0,,0,,0,0
284,569eb7a6e88cc9120a496b46,,0,,0,,0,,0,,0,0
285,535a62c37dd3dc0200007404,,0,,0,,0,,0,,0,0
286,535a6a7d7dd3dc020000912b,,0,,0,,0,,0,,0,0
287,569eb7a5e88cc9120a496ae6,,0,,0,,0,,0,,0,0
288,535973ea682acc020000320c,,0,,0,,0,,0,,0,0
289,535973ec682acc0200003606,,0,,0,,0,,0,,0,0
290,535973f0682acc0200003b33,,0,,0,,0,,0,,0,0
291,5359757c682acc0200006cf4,,0,,0,,0,,0,,0,0
292,535a5fb57dd3dc02000030d4,,0,,0,,0,,0,,0,0
293,535a5f9a7dd3dc0200002943,,0,,0,,0,,0,,0,0
294,554250efeb91570300001fef,,0,,0,,0,,0,,0,0
295,56d2847f5bd3e70660822f8a,"Clear rim, Opaque depth",14,,28,,28,"Long duration, Outstanding quality, Middle peaktime",12,,9,91
296,535a607f7dd3dc0200005576,,0,,0,,0,,0,,0,0
297,535a60f07dd3dc0200005ba5,,0,,0,,0,,0,,0,0
298,535974fc682acc020000666a,,0,,0,,0,,0,,0,0
299,535a5f827dd3dc0200000eed,,0,,0,,0,,0,,0,0
300,554250e5eb9157030000013c,,0,,0,,0,,0,,0,0
301,554250e5eb91570300000244,,0,,0,,0,,0,,0,0
302,554250eaeb915703000012d8,,0,,0,,0,,0,,0,0
303,554250eaeb9157030000140c,,0,,0,,0,,0,,0,0
304,554250eceb91570300001c17,,0,,0,,0,,0,,0,0
305,53597584682acc0200006f64,,0,,0,,0,,0,,0,0
306,5359746b682acc02000057a9,,0,,0,,0,,0,,0,0
307,535a5fe07dd3dc020000399a,,0,,0,,0,,0,,0,0
308,535a5fb17dd3dc0200002cde,,0,,0,,0,,0,,0,0
309,535975e5682acc02000079e5,,0,,0,,0,,0,,0,0
310,535a5f867dd3dc02000015e8,,0,,0,,0,,0,,0,0
311,535a5f897dd3dc0200001917,,0,,0,,0,,0,,0,0
312,5359745e682acc0200005063,,0,,0,,0,,0,,0,0
313,53597576682acc02000069b9,,0,,0,,0,,0,,0,0
314,55df9b2bc70de6030000004f,"Clear rim, Clear depth",15,Strawberry aroma,25,"Strawberry, Raspberry flavours, Flat acidity, Supple tannins, Mild alcohol",25,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity",7,85
315,53f5544b0719060200000029,"Clear rim, Clear depth",10,"Berry, Strawberry, Clove aromas",13,"Tree, Berry, Strawberry, Clove flavours, Flat sweetness, Fresh acidity, Supple tannins, Mild alcohol",14,"Medium duration, Good quality, Early peaktime",9,"Simple complexity, Dull interest, Unusual typicity, Awkward balance",6,52
316,554250eceb91570300001787,,0,,0,,0,,0,,0,0
317,57ef35de58e3d48f1c8cf7dc,,13,,28,"Fresh sweetness, Fresh acidity, Rich tannins, Mild alcohol",24,"Medium duration, Good quality, Middle peaktime",12,"Pleasant interest, Awkward balance",8,85
318,569eb7a7e88cc9120a496c08,,0,,0,,0,,0,,0,0
319,569eb7a9e88cc9120a496c5a,,0,,0,,0,,0,,0,0
320,56fb0680f9d8144837146c85,,12,"Raspberry, Vegetal, Cherry, Lees aromas",27,Lees flavour,28,"Long duration, Outstanding quality, Middle peaktime",14,"Complex complexity, Memorable interest, Expected typicity, Harmonious balance",8,89
321,5717f5f5115cab5947f4e161,,0,,0,,0,,0,,0,0
322,572d54258b4fbd5b302fd707,,12,"Floral, Fruity aromas",26,"Floral, Fruity flavours",25,,12,,8,83
323,55d0e5442f033d03000002b5,"Clear rim, Clear depth",15,"Cherry, Strawberry aromas",25,"Raspberry, Strawberry flavours, Bright acidity, Supple tannins, Mild alcohol",25,"Medium duration, Good quality, Middle peaktime",12,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",7,84
324,56296a7ebac87b0300000002,"Clear rim, Clear depth",15,Toast aroma,26,"Cherry, Toast flavours, Flat acidity, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,88
325,569eb7a4e88cc9120a4969fd,,0,,0,,0,,0,,0,0
326,569eb7a4e88cc9120a496a0a,,0,,0,,0,,0,,0,0
327,569eb7a4e88cc9120a496a28,,0,,0,,0,,0,,0,0
328,569eb7a5e88cc9120a496ae1,,0,,0,,0,,0,,0,0
329,569eb7a5e88cc9120a496a98,,0,,0,,0,,0,,0,0
330,569eb7a5e88cc9120a496ada,,0,,0,,0,,0,,0,0
331,569eb7aae88cc9120a496c6f,,0,,0,,0,,0,,0,0
332,5ab170fe65ef0a890b442c38,"Clear rim, Clear depth",15,"Strawberry, Rose aromas",25,"Strawberry, Cherry, Rose flavours, Flat acidity, Mild alcohol",25,"Medium duration, Good quality, Middle peaktime",12,"Simple complexity, Pleasant interest, Expected typicity, Harmonious balance",7,84
333,5359757d682acc0200006da1,,0,,0,,0,,0,,0,0
334,535a6b6b7dd3dc0200009330,,0,,0,,0,,0,,0,0
335,535a649b7dd3dc0200007d3f,,0,,0,,0,,0,,0,0
336,535a6b6b7dd3dc020000932f,,0,,0,,0,,0,,0,0
337,535a6b6b7dd3dc0200009331,,0,,0,,0,,0,,0,0
338,535a62bf7dd3dc0200006f92,,0,,0,,0,,0,,0,0
339,535a5f867dd3dc020000166f,,0,,0,,0,,0,,0,0
340,535a68077dd3dc020000876f,,0,,0,,0,,0,,0,0
341,569eb7a4e88cc9120a496a69,,0,,0,,0,,0,,0,0
342,569eb7a5e88cc9120a496aa0,,0,,0,,0,,0,,0,0
343,569eb7a5e88cc9120a496b10,,0,,0,,0,,0,,0,0
344,569eb7a5e88cc9120a496b0e,,0,,0,,0,,0,,0,0
345,569eb7a6e88cc9120a496bb9,,0,,0,,0,,0,,0,0
346,569eb7a6e88cc9120a496b85,,0,,0,,0,,0,,0,0
347,569eb7a7e88cc9120a496be6,,0,,0,,0,,0,,0,0
348,569eb7a6e88cc9120a496bc1,,0,,0,,0,,0,,0,0
349,569eb7aae88cc9120a496c79,,0,,0,,0,,0,,0,0
350,569eb7a6e88cc9120a496b97,,0,,0,,0,,0,,0,0
351,569eb7a6e88cc9120a496bbf,,0,,0,,0,,0,,0,0
352,569eb7a5e88cc9120a496aca,,0,,0,,0,,0,,0,0
353,569eb7a5e88cc9120a496ac9,,0,,0,,0,,0,,0,0
354,569eb7a5e88cc9120a496ad1,,0,,0,,0,,0,,0,0
355,569eb7a6e88cc9120a496b30,,0,,0,,0,,0,,0,0
356,569eb7aae88cc9120a496c86,,0,,0,,0,,0,,0,0
357,56cb35123bb7410300708de2,,10,"Spicy, Fruity, Earthy aromas",21,"Spicy, Fruity, Earthy flavours",19,,9,,6,65
358,53597414682acc02000046dc,,0,,0,,0,,0,,0,0
359,535a61b47dd3dc02000064ea,,0,,0,,0,,0,,0,0
360,536bc6d403b5a902000000e4,,0,,0,,0,,0,,0,0
361,535974f9682acc0200006410,,0,,0,,0,,0,,0,0
362,535976d8682acc0200007dec,,0,,0,,0,,0,,0,0
363,554250efeb915703000020c7,,0,,0,,0,,0,,0,0
364,53597468682acc020000549f,,0,,0,,0,,0,,0,0
365,5359749d682acc0200005bb4,,0,,0,,0,,0,,0,0
366,535a60387dd3dc0200004d85,,0,,0,,0,,0,,0,0
367,535977bd682acc0200009612,,0,,0,,0,,0,,0,0
368,535a6d017dd3dc0200009da8,,0,,0,,0,,0,,0,0
369,535a66ed7dd3dc0200008184,,0,,0,,0,,0,,0,0
370,535a68277dd3dc0200008865,,0,,0,,0,,0,,0,0
371,535973ea682acc020000320d,,0,,0,,0,,0,,0,0
372,53597a18682acc020000ae8b,,0,,0,,0,,0,,0,0
373,535a5f8e7dd3dc020000239d,,0,,0,,0,,0,,0,0
374,535a5fb17dd3dc0200002d03,,0,,0,,0,,0,,0,0
375,554250e5eb91570300000064,,0,,0,,0,,0,,0,0
376,569eb7ace88cc9120a496d1d,,0,,0,,0,,0,,0,0
377,569eb7ace88cc9120a496d36,,0,,0,,0,,0,,0,0
378,569eb7a5e88cc9120a496aa2,,0,,0,,0,,0,,0,0
379,569eb7a5e88cc9120a496ac1,,0,,0,,0,,0,,0,0
380,569eb7a6e88cc9120a496bb1,,0,,0,,0,,0,,0,0
381,569eb7a5e88cc9120a496b12,,0,,0,,0,,0,,0,0
382,569eb7a5e88cc9120a496b1d,,0,,0,,0,,0,,0,0
383,569eb7a4e88cc9120a496a31,,0,,0,,0,,0,,0,0
384,569eb7a5e88cc9120a496acc,,0,,0,,0,,0,,0,0
385,569eb7a4e88cc9120a496a7f,,0,,0,,0,,0,,0,0
386,569eb7a6e88cc9120a496b3d,,0,,0,,0,,0,,0,0
387,569eb7a6e88cc9120a496bc8,,0,,0,,0,,0,,0,0
388,569eb7a5e88cc9120a496a97,,0,,0,,0,,0,,0,0
389,569eb7a6e88cc9120a496b63,,0,,0,,0,,0,,0,0
390,569eb7a5e88cc9120a496aad,,0,,0,,0,,0,,0,0
391,569eb7a5e88cc9120a496abf,,0,,0,,0,,0,,0,0
392,569eb7a6e88cc9120a496b32,,0,,0,,0,,0,,0,0
393,569eb7a6e88cc9120a496b6e,,0,,0,,0,,0,,0,0
394,569eb7aae88cc9120a496c9c,,0,,0,,0,,0,,0,0
395,535a5f8b7dd3dc0200001be6,,0,,0,,0,,0,,0,0
396,569eb7a4e88cc9120a496a01,,0,,0,,0,,0,,0,0
397,569eb7a4e88cc9120a496a1e,,0,,0,,0,,0,,0,0
398,569eb7a5e88cc9120a496ac0,,0,,0,,0,,0,,0,0
399,569eb7a5e88cc9120a496afc,,0,,0,,0,,0,,0,0
400,569eb7a6e88cc9120a496b74,,0,,0,,0,,0,,0,0
401,569eb7a5e88cc9120a496b04,,0,,0,,0,,0,,0,0
402,569eb7ace88cc9120a496d1e,,0,,0,,0,,0,,0,0
403,569eb7a6e88cc9120a496b7f,,0,,0,,0,,0,,0,0
404,569eb7a6e88cc9120a496b93,,0,,0,,0,,0,,0,0
405,569eb7abe88cc9120a496d0d,,0,,0,,0,,0,,0,0
406,569eb7a6e88cc9120a496b8c,,0,,0,,0,,0,,0,0
407,569eb7a9e88cc9120a496c49,,0,,0,,0,,0,,0,0
408,569eb7aae88cc9120a496cad,,0,,0,,0,,0,,0,0
409,569eb7a5e88cc9120a496aa1,,0,,0,,0,,0,,0,0
410,569eb7a5e88cc9120a496acb,,0,,0,,0,,0,,0,0
411,535975e5682acc02000079e6,,0,,0,,0,,0,,0,0
412,535a5f867dd3dc02000015e7,,0,,0,,0,,0,,0,0
413,535974f9682acc02000063fc,,0,,0,,0,,0,,0,0
414,535a5fb27dd3dc0200002e85,,0,,0,,0,,0,,0,0
415,5359741e682acc020000490e,,0,,0,,0,,0,,0,0
416,53597468682acc020000549e,,0,,0,,0,,0,,0,0
417,535a5fb57dd3dc020000308a,,0,,0,,0,,0,,0,0
418,535a5f8d7dd3dc02000020e4,,0,,0,,0,,0,,0,0
419,535a5f7d7dd3dc02000006fe,,0,,0,,0,,0,,0,0
420,535a608f7dd3dc02000055d2,,0,,0,,0,,0,,0,0
421,535a6a4c7dd3dc0200008d1c,,0,,0,,0,,0,,0,0
422,535973d0682acc0200000540,,0,,0,,0,,0,,0,0
423,53597a1d682acc020000af27,,0,,0,,0,,0,,0,0
424,535a5f897dd3dc02000019d3,,0,,0,,0,,0,,0,0
425,535a649b7dd3dc0200007d3e,,0,,0,,0,,0,,0,0
426,535a649b7dd3dc0200007d40,,0,,0,,0,,0,,0,0
427,535a649c7dd3dc0200007d41,,0,,0,,0,,0,,0,0
428,535a61877dd3dc0200005e48,,0,,0,,0,,0,,0,0
429,535a60037dd3dc02000045b0,,0,,0,,0,,0,,0,0
430,5359291e07fff602000000cc,,0,,0,,0,,0,,0,0
431,535a60d07dd3dc02000057ef,,0,,0,,0,,0,,0,0
432,5359746b682acc02000057aa,,0,,0,,0,,0,,0,0
433,53597a35682acc020000b076,,0,,0,,0,,0,,0,0
434,53597411682acc020000417f,,0,,0,,0,,0,,0,0
435,535a607f7dd3dc0200005549,,0,,0,,0,,0,,0,0
436,554250e5eb91570300000396,,0,,0,,0,,0,,0,0
437,554250e6eb915703000006da,,0,,0,,0,,0,,0,0
438,554250eceb91570300001ad1,,0,,0,,0,,0,,0,0
439,554250eceb91570300001b22,,0,,0,,0,,0,,0,0
440,554250efeb915703000022a9,,0,,0,,0,,0,,0,0
441,52f98dce50a017020000000b,,11,,24,,26,,10,,6,77
442,53597787682acc02000083da,,0,,0,,0,,0,,0,0
443,535a5f9b7dd3dc0200002982,,0,,0,,0,,0,,0,0
444,535a5fb27dd3dc0200002f7b,,0,,0,,0,,0,,0,0
445,53bd363e5863b40200000009,,15,,28,"Fruity, Tropical flavours",29,,13,,10,95
446,554250eaeb91570300001150,,0,,0,,0,,0,,0,0
447,554250e5eb91570300000183,,0,,0,,0,,0,,0,0
448,554250e5eb91570300000436,,0,,0,,0,,0,,0,0
449,56db19708564414a288560b4,"Clear rim, Clear depth",13,"Raspberry, Berry, Rose, Strawberry, Floral aromas",28,"Strawberry, Rose, Floral, Berry, Raspberry flavours, Fresh sweetness, Supple tannins, Mild alcohol",24,"Medium duration, Good quality, Middle peaktime",12,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,85
450,535973d6682acc02000012b0,,0,,0,,0,,0,,0,0
451,569eb7ace88cc9120a496d1c,,0,,0,,0,,0,,0,0
452,569eb7a4e88cc9120a496a61,,0,,0,,0,,0,,0,0
453,569eb7a4e88cc9120a496a80,,0,,0,,0,,0,,0,0
454,569eb7a5e88cc9120a496aa3,,0,,0,,0,,0,,0,0
455,569eb7a5e88cc9120a496ac7,,0,,0,,0,,0,,0,0
456,569eb7a6e88cc9120a496b4b,,0,,0,,0,,0,,0,0
457,569eb7a4e88cc9120a496a5f,,0,,0,,0,,0,,0,0
458,569eb7a5e88cc9120a496a8c,,0,,0,,0,,0,,0,0
459,569eb7a4e88cc9120a496a09,,0,,0,,0,,0,,0,0
460,569eb7a5e88cc9120a496ac2,,0,,0,,0,,0,,0,0
461,569eb7a5e88cc9120a496b06,,0,,0,,0,,0,,0,0
462,569eb7a6e88cc9120a496b6a,,0,,0,,0,,0,,0,0
463,569eb7a4e88cc9120a496a7e,,0,,0,,0,,0,,0,0
464,569eb7a6e88cc9120a496b45,,0,,0,,0,,0,,0,0
465,569eb7a6e88cc9120a496b7c,,0,,0,,0,,0,,0,0
466,569eb7a6e88cc9120a496b69,,0,,0,,0,,0,,0,0
467,569eb7a6e88cc9120a496b3e,,0,,0,,0,,0,,0,0
468,569eb7a6e88cc9120a496b57,,0,,0,,0,,0,,0,0
469,569eb7a7e88cc9120a496bcf,,0,,0,,0,,0,,0,0
470,569eb7abe88cc9120a496cc0,,0,,0,,0,,0,,0,0
471,5359749c682acc0200005b9b,,0,,0,,0,,0,,0,0
472,535974ba682acc0200005f01,,0,,0,,0,,0,,0,0
473,535a5f8d7dd3dc0200002026,,0,,0,,0,,0,,0,0
474,5359741e682acc020000490d,,0,,0,,0,,0,,0,0
475,535a5f7e7dd3dc0200000948,,0,,0,,0,,0,,0,0
476,53597460682acc02000051fd,,0,,0,,0,,0,,0,0
477,535a62c07dd3dc0200007079,,0,,0,,0,,0,,0,0
478,535a62c07dd3dc020000710c,,0,,0,,0,,0,,0,0
479,535a5fb27dd3dc0200002f7a,,0,,0,,0,,0,,0,0
480,535a5ff57dd3dc02000040f7,,0,,0,,0,,0,,0,0
481,5827d6a01012cfb279fde8f1,,0,,0,,0,,0,,0,0
482,535973d9682acc0200001ce2,,0,,0,,0,,0,,0,0
483,535973f0682acc0200003b34,,0,,0,,0,,0,,0,0
484,535a64707dd3dc0200007c31,,0,,0,,0,,0,,0,0
485,554250e5eb91570300000395,,0,,0,,0,,0,,0,0
486,554250e5eb915703000003a0,,0,,0,,0,,0,,0,0
487,535973d0682acc0200000394,,0,,0,,0,,0,,0,0
488,554250eaeb915703000012f7,,0,,0,,0,,0,,0,0
489,554250f0eb9157030000263e,,0,,0,,0,,0,,0,0
490,5564efe1b4f0c10300000044,,14,"Fruity, Tropical aromas",29,"Fruity, Tropical flavours",28,,15,,7,93
491,5400911949d8c9020000002d,,10,,18,,18,,9,,6,61
492,545ba66b31928d020000001a,,14,,23,,27,,14,,10,88
493,535a60067dd3dc02000046d3,,0,,0,,0,,0,,0,0
494,535a6ce17dd3dc020000998c,,0,,0,,0,,0,,0,0
495,535a62fe7dd3dc02000079e4,,0,,0,,0,,0,,0,0
496,535979fb682acc020000ac9f,,0,,0,,0,,0,,0,0
497,535a60067dd3dc02000046d4,,0,,0,,0,,0,,0,0
498,535a6ce47dd3dc0200009a8b,,0,,0,,0,,0,,0,0
499,535a62c07dd3dc0200007078,,0,,0,,0,,0,,0,0
500,535a67cb7dd3dc0200008493,,0,,0,,0,,0,,0,0
501,535a61857dd3dc0200005d17,,0,,0,,0,,0,,0,0
502,535a5f967dd3dc020000282a,,0,,0,,0,,0,,0,0
503,52def0202f8d24020000015e,,0,,0,,0,,0,,0,0
504,53c1d581f0c43c0200000036,"Translucent rim, Clear depth",15,"Rose, Fruity, Floral aromas",20,"Rose, Fruity, Floral flavours, Fresh sweetness, Bright acidity, Supple tannins",28,,15,"Simple complexity, Pleasant interest, Typical typicity, Harmonious balance",9,87
505,535a5fcb7dd3dc0200003524,,0,,0,,0,,0,,0,0
506,55dd28aa71843903000002af,,11,"Vanilla, Raspberry, Straw, Forest Floor aromas",24,"Vanilla, Raspberry, Straw, Forest Floor flavours",24,,11,,7,77
507,57f94739411bfaba0bfb7bf8,"Translucent rim, Translucent depth",10,"Rose, Strawberry, Raspberry, White Flowers, Earthy aromas",15,"Floral, Rose, Fruity, Strawberry, Raspberry, White Flowers flavours, Fresh sweetness, Fresh acidity, Supple tannins, Warm alcohol",17,"Medium duration, Poor quality, Early peaktime",9,"Subtle complexity, Pleasant interest, Unusual typicity, Bad balance",7,58
508,53a9c2682d84cd0200000009,"Clear rim, Clear depth",15,"Raspberry, Strawberry aromas",27,"Raspberry, Strawberry flavours, Flat sweetness, Fresh acidity, Warm alcohol",28,"Medium duration, Good quality, Middle peaktime",13,"Subtle complexity, Pleasant interest, Expected typicity, Harmonious balance",8,91
509,53d302ab1d84050200000009,,14,"Floral, Berry aromas",25,"Floral, Fruity, Berry flavours",25,,14,,8,86
510,5853554a6d7c6cae38c443b9,"Translucent rim, Translucent depth",10,"Strawberry, Floral, Rose, Grapefruit, Melon, Cherry, Orange Blossom aromas",20,"Berry, Floral, Grapefruit, Melon, Cherry, Rose, Strawberry flavours, Fresh sweetness, Fresh acidity, Supple tannins, Mild alcohol",20,"Medium duration, Good quality, Middle peaktime",11,"Subtle complexity, Pleasant interest, Expected typicity, Awkward balance",7,68
511,5301d8b567596b0200000002,,0,,0,,0,,0,,0,0
512,545ba66b31928d0200000002,,12,"Jam, Fig, Prune, White Flowers, Honey aromas",23,"Jam, Fig, Prune, White Flowers, Honey flavours",24,,11,,7,77
513,5b15a7196407dc41119d44c4,,0,,0,,0,,0,,0,0
514,535973e0682acc0200002c96,,0,,0,,0,,0,,0,0
515,535973ec682acc0200003605,,0,,0,,0,,0,,0,0
516,535a5f7d7dd3dc02000006fd,,0,,0,,0,,0,,0,0
517,535a5f9a7dd3dc0200002942,,0,,0,,0,,0,,0,0
518,554250e5eb91570300000345,,0,,0,,0,,0,,0,0
519,535a6ce17dd3dc020000998d,,0,,0,,0,,0,,0,0
520,535a6a4c7dd3dc0200008d1b,,0,,0,,0,,0,,0,0
521,53212e415a370f020000000a,,0,,0,,0,,0,,0,0
522,533608aea802a30200000012,,11,"Orange Blossom, Cherry aromas",21,"Fresh sweetness, Fresh acidity, Rich tannins, Warm alcohol",20,"Medium duration, Good quality, Middle peaktime",10,"Subtle complexity, Pleasant interest, Typical typicity, Harmonious balance",7,69
523,53c83d9a0a30f2020000000b,,15,"Strawberry, Raspberry aromas",26,"Strawberry flavour, Fresh acidity, Supple tannins, Mild alcohol",26,"Medium duration, Good quality, Middle peaktime",12,"Pleasant interest, Expected typicity, Harmonious balance",8,87
524,54c8160a69a07d030000000f,,12,"Floral, Violet, Fruity, Berry, Strawberry aromas",24,"Floral, Violet, Fruity, Berry, Strawberry flavours",28,,12,,5,81
525,554250e8eb91570300000dfe,,0,,0,,0,,0,,0,0
526,535a6d147dd3dc0200009de7,,0,,0,,0,,0,,0,0
527,52def0202f8d2402000003b2,,0,,0,,0,,0,,0,0
528,52def0212f8d2402000004c4,,0,,0,,0,,0,,0,0
529,53d7f5e0eb3bac020000000d,"Translucent rim, Translucent depth",14,"Lemon, Strawberry aromas",27,"Lemon, Strawberry, White Flowers flavours",24,"Short duration, Good quality, Early peaktime",13,,7,85
530,545b880c259f4e0200000041,,0,,0,,0,,0,,0,0
531,545ba66b31928d0200000089,,13,"Spicy, Fruity, Berry, Black Pepper aromas",18,"Spicy, Fruity, Berry, Black Pepper flavours",26,,13,,9,79
532,5786b890a972104c0d6dfcf3,"Clear rim, Clear depth",8,"Rose, Smoke, Straw, Dust, Leather aromas",10,"Rose, Smoke, Straw, Dust, Leather flavours, Flat sweetness, Flat acidity, Supple tannins, Mild alcohol",20,"Short duration, Good quality, Middle peaktime",5,"Simple complexity, Pleasant interest, Expected typicity, Harmonious balance",6,49
533,5627d9ff4c71910300000010,,0,,0,,0,,0,,0,0
534,52def0222f8d2402000007ef,,0,,0,,0,,0,,0,0
535,52def0202f8d240200000002,,0,,0,,0,,0,,0,0
536,52def0202f8d24020000019c,,0,,0,,0,,0,,0,0
537,52def0222f8d24020000072d,,0,,0,,0,,0,,0,0
538,5359291f07fff602000002c2,,0,,0,,0,,0,,0,0
539,535973d7682acc0200001644,,0,,0,,0,,0,,0,0
540,535973d8682acc020000177a,,0,,0,,0,,0,,0,0
541,535973d8682acc02000017a3,,0,,0,,0,,0,,0,0
542,535973d8682acc020000185c,,0,,0,,0,,0,,0,0
543,535973d9682acc0200001c14,,0,,0,,0,,0,,0,0
544,535973d0682acc0200000399,,0,,0,,0,,0,,0,0
545,535973d0682acc02000003db,,0,,0,,0,,0,,0,0
546,535973d0682acc0200000488,,0,,0,,0,,0,,0,0
547,535973d0682acc02000006c1,,0,,0,,0,,0,,0,0
548,535973d1682acc02000007b3,,0,,0,,0,,0,,0,0
549,535973d2682acc02000008c4,,0,,0,,0,,0,,0,0
550,535973d2682acc0200000910,,0,,0,,0,,0,,0,0
551,52def0222f8d240200000784,,0,,0,,0,,0,,0,0
552,535973dd682acc02000027e4,,0,,0,,0,,0,,0,0
553,535973ea682acc020000314e,,0,,0,,0,,0,,0,0
554,535973fd682acc0200003f68,,0,,0,,0,,0,,0,0
555,535973fe682acc0200003fb9,,0,,0,,0,,0,,0,0
556,53597412682acc0200004370,,0,,0,,0,,0,,0,0
557,52def0202f8d240200000014,,0,,0,,0,,0,,0,0
558,52def0202f8d24020000025f,,0,,0,,0,,0,,0,0
559,52def0222f8d2402000005e2,,0,,0,,0,,0,,0,0
560,5359291f07fff60200000697,,0,,0,,0,,0,,0,0
561,535977bf682acc020000971c,,0,,0,,0,,0,,0,0
562,535977c2682acc0200009af8,,0,,0,,0,,0,,0,0
563,535974fb682acc0200006538,,0,,0,,0,,0,,0,0
564,53597577682acc0200006a09,,0,,0,,0,,0,,0,0
565,535975ac682acc0200006fe5,,0,,0,,0,,0,,0,0
566,535975e5682acc020000793b,,0,,0,,0,,0,,0,0
567,535976be682acc0200007b65,,0,,0,,0,,0,,0,0
568,535a5f887dd3dc02000017cd,,0,,0,,0,,0,,0,0
569,535a5f887dd3dc0200001856,,0,,0,,0,,0,,0,0
570,535a5f897dd3dc0200001948,,0,,0,,0,,0,,0,0
571,535a5f8a7dd3dc0200001a96,,0,,0,,0,,0,,0,0
572,535a5f8c7dd3dc0200001da0,,0,,0,,0,,0,,0,0
573,535a5f8d7dd3dc0200002044,,0,,0,,0,,0,,0,0
574,535a5f7a7dd3dc0200000153,,0,,0,,0,,0,,0,0
575,535a5f7a7dd3dc0200000160,,0,,0,,0,,0,,0,0
576,535a5f7b7dd3dc0200000346,,0,,0,,0,,0,,0,0
577,535a5f7d7dd3dc0200000732,,0,,0,,0,,0,,0,0
578,535a5f7d7dd3dc02000007af,,0,,0,,0,,0,,0,0
579,535a5f807dd3dc0200000ae3,,0,,0,,0,,0,,0,0
580,535a5f807dd3dc0200000bdd,,0,,0,,0,,0,,0,0
581,535977a8682acc0200008a67,,0,,0,,0,,0,,0,0
582,535977ba682acc0200008fc2,,0,,0,,0,,0,,0,0
583,53597468682acc0200005439,,0,,0,,0,,0,,0,0
584,53597469682acc0200005634,,0,,0,,0,,0,,0,0
585,535a5f8d7dd3dc02000020f4,,0,,0,,0,,0,,0,0
586,535a5f8d7dd3dc020000215d,,0,,0,,0,,0,,0,0
587,535a5f827dd3dc0200000f3a,,0,,0,,0,,0,,0,0
588,535a5f837dd3dc0200001043,,0,,0,,0,,0,,0,0
589,535a5f837dd3dc020000117b,,0,,0,,0,,0,,0,0
590,535a5f837dd3dc02000011d5,,0,,0,,0,,0,,0,0
591,535a5f847dd3dc02000013aa,,0,,0,,0,,0,,0,0
592,53597444682acc0200004b58,,0,,0,,0,,0,,0,0
593,53597444682acc0200004b5e,,0,,0,,0,,0,,0,0
594,535a60397dd3dc0200004efe,,0,,0,,0,,0,,0,0
595,535a60917dd3dc0200005600,,0,,0,,0,,0,,0,0
596,535a60d67dd3dc02000058ce,,0,,0,,0,,0,,0,0
597,535a62c17dd3dc02000071ac,,0,,0,,0,,0,,0,0
598,535a62c37dd3dc0200007402,,0,,0,,0,,0,,0,0
599,535a60097dd3dc0200004810,,0,,0,,0,,0,,0,0
600,535a61b37dd3dc02000063c9,,0,,0,,0,,0,,0,0
601,535a627c7dd3dc0200006da2,,0,,0,,0,,0,,0,0
602,535a5fce7dd3dc02000038a5,"Translucent rim, Opaque depth",12,"Violet, Dust, Mushroom, Cigar Box aromas",15,"Violet, Dust, Mushroom, Cigar Box flavours, Flat sweetness, Fresh acidity, Rich tannins, Warm alcohol",15,"Medium duration, Outstanding quality, Middle peaktime",7,"Subtle complexity, Pleasant interest, Typical typicity",5,54
603,535a5fe47dd3dc0200003d89,,0,,0,,0,,0,,0,0
604,535a5ff57dd3dc0200004140,,0,,0,,0,,0,,0,0
605,535a63037dd3dc0200007bbd,,0,,0,,0,,0,,0,0
606,535a60e47dd3dc0200005b20,,0,,0,,0,,0,,0,0
607,535a60f57dd3dc0200005c3b,,0,,0,,0,,0,,0,0
